feature,mean_abs_shap
pce_relative_score,0.25359936488783147
feasibility_score,0.017552645426611432
sa_component_score,0.017282969537392234
dft_alignment_score,0.0008525770441015077
availability_score,0.00015475352574705948
functional_group_score,8.57243974451952e-05
validity_score,0.0
